"Alpha","NoiseScale","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
1,2,1,-0.183897886683152,0.474902871431273,-0.447093885674932,-0.85593564851453,-0.940149240964481,0.228132453986946,0.00448915387823461,-1.33270223587467,1.01563430088695,0.274339210218893,0.61057552577139,0.888608623724056,0.585377819545349,-0.357808207717229,-0.278982673386437,0.95609140970946,0.340754944327848,-0.493586403506706,-0.0377628836557997,-0.487831940458698
1,2,2,-0.194995270833021,0.107855255731743,0.676854816714031,-0.877611133635585,-0.0506998772631153,0.126708358015076,0.0259646921578406,-0.835406539314459,0.629139910885863,0.503739643836895,-0.347089170198551,-0.0585216390359168,0.332147651281651,-0.0329872633515284,-0.457777940679716,0.0290554064352523,0.135316367453248,0.0754045164585891,0.0714660167196952,-0.212092408214755
1,2,3,-0.166185882596362,-0.248908874669091,-0.120297702335007,-0.764353687374618,-0.535372994602072,-0.125470351571623,-0.00366997016446387,0.288847319085118,0.233786348956534,0.260983472621309,0.254119837035806,0.0190501786399741,0.531455070210398,0.0803600510099224,-0.822049742250669,-0.187248551688923,0.187194094599444,-0.000911900338277972,-0.876739802336182,0.333903372734564
1,2,4,0.389858464666837,0.253667735922161,-0.501512606805552,-0.878572676392991,-0.052998950678675,1.04460349287248,-0.654189235673875,-0.856631543608016,-0.69050698478848,-0.696995940733281,0.35838214665527,0.165359105168152,-0.528807740926499,0.479567341193791,0.315007691670655,-0.452984718822849,-0.530528733683711,-0.225121837548061,-0.606867210869591,-0.114298674463547
1,2,5,0.0621613581723867,0.41080763329429,-0.470659866595943,0.609145766554789,-0.251363229505375,-0.194810263199662,0.44386576234209,0.950074906425643,1.01497939250602,-0.1212201786739,-0.35359397571885,-0.613965381134596,0.335119380194604,0.38175974525107,0.508919531357724,-0.0876837882466631,0.533825329152789,-0.0691419904103529,-0.249166144655143,0.675987259282829
1,2,6,-0.312430365488187,0.683238507547889,-0.498829933213451,0.136932633575373,0.0289862027357891,0.0189751582852334,-0.368282517307484,0.88738659541078,0.169567138580335,-0.491558539240845,0.508212065964397,-0.176978539492018,0.24801637918551,-0.864328679763589,0.369514737129099,-0.509116374583383,-0.540087709692215,0.366208793911889,-0.0253387132350116,0.42561784769539
1,2,7,-0.198436347946667,0.305073282759695,0.11725977437296,0.836119862573226,-0.532214191961053,0.506833412594459,0.0012095064258595,-0.40746324408517,0.524019094621009,0.0845910882018427,0.0845638026122046,-0.337693042372653,-0.0647432822835302,-0.856026402181104,0.319854533661925,-0.674387743023381,0.529535676878589,-0.256655909868973,0.888906032806472,-0.697036358116035
1,2,8,-0.774457795017885,-0.139526421399052,-0.000819452751028955,-0.658866555806637,-1.08834024981827,1.2243319984614,-0.108003952715458,0.0945782372938447,0.341424371481351,0.130320873257452,0.296080036786578,0.794468892655812,0.724211441686471,-0.0168471578100344,-0.0509455757041665,0.343053777458651,-0.296273494805239,0.60172234931248,0.0915062331404738,0.106381392857813
1,2,9,1.21403053088426,-0.043627334411849,0.195906459240163,-1.13063949206292,0.723026848868085,-0.291838489638509,0.429894305387186,-0.907774939959053,-0.352056314949991,-0.0107815484281264,-0.185507602136759,0.431903142701788,-0.348283512194793,0.848095278858244,-0.756644522832184,0.597649172233033,0.0761923030567375,0.444933236255209,-0.235708375674692,-0.0691273758496628
1,2,10,-0.159836061234774,-0.285416796757986,0.794581063331886,-1.42681684786452,-0.631170078331549,-0.353696316166955,0.419355277906345,-0.866585070342448,0.799350358339187,0.0864357439975938,0.217775332341199,-0.127419189297568,0.0142028341636064,0.252014277823179,0.111605988934824,0.922022811860139,-0.662942999737934,0.433207998186554,0.133720008961518,-0.293679475394269
