"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1e-04,1000,0,1000,0,1,1,0,0,0
1,0.001,1000,0,996,4,1,0.996,0.004,0,0.004
1,0.01,999,1,913,87,0.999,0.913,0.087,0.001,0.087
1,0.05,983,17,587,413,0.983,0.587,0.413,0.017,0.413
1,0.1,965,35,301,699,0.965,0.301,0.699,0.035,0.699
1,0.5,656,344,0,1000,0.656,0,1,0.344,1
