"Alpha","Iteration","BestLambda","FitCode","LogLik"
1,1,0,8,-4035.76663924971
1,2,0,8,-4855.86937138427
1,3,0,8,-4620.03236462486
1,4,0,8,-4637.41295191786
1,5,0,8,-4480.60344048489
1,6,0,8,-4103.04222771819
1,7,0,8,-4587.74966167064
1,8,0,8,-4436.20441997279
1,9,0,8,-4358.03722349784
1,10,0,8,-4237.69327649088
1,11,0,8,-3764.51167186744
1,12,0,8,-4795.43881398181
1,13,0,8,-4844.45897195222
1,14,0,8,-3949.33477415435
1,15,0,8,-4383.77499868591
1,16,0,8,-4485.05335014841
1,17,0,8,-4783.21439593723
1,18,0,8,-4968.21822417544
1,19,0,8,-4702.64810224926
1,20,0,8,-3748.29022933853
1,21,0,8,-4416.68931288143
1,22,0,8,-4451.64619855428
1,23,0,8,-4177.06751127808
1,24,0,8,-4344.08055038078
1,25,0,8,-4023.74023666089
1,26,0,8,-4464.41481869113
1,27,0,8,-4377.97573471312
1,28,0,8,-4907.60427532505
1,29,0,8,-4455.40324614136
1,30,0,8,-5062.71975199313
1,31,0,8,-4350.97498842818
1,32,0,8,-4368.83987470124
1,33,0,8,-3965.17752937252
1,34,0,8,-4098.58728920582
1,35,0,8,-4544.0865721397
1,36,0,8,-3879.30442533612
1,37,0,8,-4955.12428397481
1,38,0,8,-4246.55500011722
1,39,0,8,-3927.84635442573
1,40,0,8,-4178.63456179077
1,41,0,8,-4284.52016004532
1,42,0,8,-4179.83071217065
1,43,0,8,-4105.50151422675
1,44,0,8,-3940.09984278688
1,45,0,8,-4134.48890011656
1,46,0,8,-4401.55953760058
1,47,0,8,-3836.55330307167
1,48,0,8,-4096.25787084056
1,49,0,8,-4774.31682732063
1,50,0,8,-3890.57020894458
1,51,0,8,-4376.61296973184
1,52,0,8,-4535.101749069
1,53,0,8,-4344.11251791858
1,54,0,8,-4630.09646476542
1,55,0,8,-4686.29263692777
1,56,0,8,-3597.96534862179
1,57,0,8,-3799.55128254025
1,58,0,8,-4437.03079369679
1,59,0,8,-4297.43947356768
1,60,0,8,-4908.51645948545
1,61,0,8,-4828.79866181343
1,62,0,8,-4503.16014003521
1,63,0,8,-4437.0366319142
1,64,0,8,-4234.87612147119
1,65,0,8,-3959.43184599124
1,66,0,8,-4263.72328338398
1,67,0,8,-4664.8254691792
1,68,0,8,-4748.12139785766
1,69,0,8,-4204.25575867363
1,70,0,8,-4394.95416242119
1,71,0,8,-4752.33120793876
1,72,0,8,-4370.1942946288
1,73,0,8,-4273.21961085909
1,74,0,8,-4367.93042578085
1,75,0,8,-4282.9817620461
1,76,0,8,-3933.24696705157
1,77,0,8,-4661.36094140492
1,78,0,8,-5069.52692940378
1,79,0,8,-4246.73554031964
1,80,0,8,-4807.65558779191
1,81,0,8,-4230.66954632538
1,82,0,8,-4385.06781360814
1,83,0,8,-4236.37691881874
1,84,0,8,-4800.13020126267
1,85,0,8,-4540.23416536071
1,86,0,8,-4183.68786463164
1,87,0,8,-4555.04554600906
1,88,0,8,-4432.47614422379
1,89,0,8,-4823.66389183399
1,90,0,8,-4355.52764310723
1,91,0,8,-4823.52677374902
1,92,0,8,-4557.22024944966
1,93,0,8,-4840.17580462033
1,94,0,8,-4581.58011875549
1,95,0,8,-4944.11785814495
1,96,0,8,-4516.22180696519
1,97,0,8,-3757.95335152581
1,98,0,8,-3839.03899008055
1,99,0,8,-3860.56298280883
1,100,0,8,-4295.2551180848
