"Alpha","Iteration","BestLambda","FitCode","LogLik"
0.5,1,0.00440541340134864,8,-936.057651497413
0.5,2,0.0113496726515367,8,-1164.09958722397
0.5,3,0.00440541340134864,8,-1269.71927453781
0.5,4,0.0113496726515367,8,-1105.74137545857
0.5,5,0.00440541340134864,8,-1192.62849727291
0.5,6,0.0113496726515367,8,-1154.6386747911
0.5,7,0.0292401773821287,8,-922.468839730925
0.5,8,0.0292401773821287,8,-983.287222796682
0.5,9,0.0113496726515367,8,-1288.48052008646
0.5,10,0.0113496726515367,8,-1037.40889550498
0.5,11,0.00440541340134864,8,-1156.61335100771
0.5,12,0.0292401773821287,8,-1156.35684136363
0.5,13,0.0113496726515367,8,-1130.28724571844
0.5,14,0.0113496726515367,8,-1195.21262606995
0.5,15,0.0017099759466767,8,-1083.07190873961
0.5,16,0.0113496726515367,8,-1139.35522326029
0.5,17,0.0113496726515367,8,-1225.52454132659
0.5,18,0.0113496726515367,8,-1237.92145334539
0.5,19,0.0292401773821287,8,-1143.39941654449
0.5,20,0.0113496726515367,8,-1070.66085709131
0.5,21,0.0113496726515367,8,-1185.60602507202
0.5,22,0.0292401773821287,8,-1106.74951353213
0.5,23,0.00440541340134864,8,-1272.7426322049
0.5,24,0.0292401773821287,8,-1189.35162529039
0.5,25,0.0292401773821287,8,-1108.05563486927
0.5,26,0.0292401773821287,8,-1205.01635582465
0.5,27,0.0113496726515367,8,-1163.08695260639
0.5,28,0.0113496726515367,8,-1382.84008219337
0.5,29,0.0017099759466767,8,-1064.71558659593
0.5,30,0.0113496726515367,8,-1086.88019346678
0.5,31,0.0113496726515367,8,-1161.6658611909
0.5,32,0.0292401773821287,8,-1148.47778025529
0.5,33,0.0113496726515367,8,-1191.96901375181
0.5,34,0.0292401773821287,8,-1215.82728345833
0.5,35,0.0292401773821287,8,-1183.28331492605
0.5,36,0.0113496726515367,8,-1083.97976297786
0.5,37,0.0292401773821287,8,-1230.19974700577
0.5,38,0.00440541340134864,8,-1196.22632938594
0.5,39,0.00440541340134864,8,-1126.11755357993
0.5,40,0.0113496726515367,8,-1084.40133998069
0.5,41,0.0113496726515367,8,-1219.71737011713
0.5,42,0.0017099759466767,8,-1216.20801601128
0.5,43,0.0113496726515367,8,-1158.75422317179
0.5,44,0.0292401773821287,8,-1218.02414693762
0.5,45,0.0292401773821287,8,-1166.53096051199
0.5,46,0.0113496726515367,8,-1180.49953030346
0.5,47,0.0113496726515367,8,-1166.61357428476
0.5,48,0.00440541340134864,8,-1162.62512177682
0.5,49,0.0113496726515367,8,-1126.65043151647
0.5,50,0.0292401773821287,8,-1083.59783643589
0.5,51,0.0292401773821287,8,-1229.98109484618
0.5,52,0.0292401773821287,8,-1151.35019730688
0.5,53,0.0113496726515367,8,-1206.82098854178
0.5,54,0.0292401773821287,8,-1226.19185461639
0.5,55,0.0113496726515367,8,-1241.57170001341
0.5,56,0.0113496726515367,8,-1113.33929834219
0.5,57,0.0113496726515367,8,-1158.87144923513
0.5,58,0.0292401773821287,8,-1264.96905696749
0.5,59,0.0113496726515367,8,-1165.46138428601
0.5,60,0.0113496726515367,8,-1357.87602671713
0.5,61,0.0113496726515367,8,-1231.87629480299
0.5,62,0.0113496726515367,8,-1198.34286571951
0.5,63,0.0292401773821287,8,-1380.97713481701
0.5,64,0.0113496726515367,8,-1184.92526069361
0.5,65,0.0113496726515367,8,-1104.45658453558
0.5,66,0.0113496726515367,8,-961.186500369809
0.5,67,0.0292401773821287,8,-1080.65684947444
0.5,68,0.00440541340134864,8,-1243.11288863251
0.5,69,0.0113496726515367,8,-1004.77172829229
0.5,70,0.0113496726515367,8,-1045.66904513298
0.5,71,0.0113496726515367,8,-1084.68630442357
0.5,72,0.0292401773821287,8,-1142.6520347196
0.5,73,0.0113496726515367,8,-1288.76304739888
0.5,74,0.0292401773821287,8,-1173.38922436737
0.5,75,0.0292401773821287,8,-1180.92043679664
0.5,76,0.0292401773821287,8,-1390.97469354162
0.5,77,0.0113496726515367,8,-1069.62034648189
0.5,78,0.0292401773821287,8,-1072.56853981203
0.5,79,0.0292401773821287,8,-1070.79221128756
0.5,80,0.0113496726515367,8,-1175.8853921013
0.5,81,0.0113496726515367,8,-1108.16985895027
0.5,82,0.0113496726515367,8,-1159.53225578557
0.5,83,0.0113496726515367,8,-1173.44018499419
0.5,84,0.0292401773821287,8,-1198.46716558648
0.5,85,0.0113496726515367,8,-1142.22969426575
0.5,86,0.0292401773821287,8,-1110.90406347348
0.5,87,0.00440541340134864,8,-1132.64387659317
0.5,88,0.00440541340134864,8,-1221.25310455683
0.5,89,0.0113496726515367,8,-1155.20476463605
0.5,90,0.0292401773821287,8,-1166.90915285389
0.5,91,0.0292401773821287,8,-1036.46677391721
0.5,92,0.0113496726515367,8,-1120.51751770589
0.5,93,0.0113496726515367,8,-1078.93847702028
0.5,94,0.0113496726515367,8,-1281.94274596045
0.5,95,0.0113496726515367,8,-1137.81649985002
0.5,96,0.0292401773821287,8,-1207.04588726328
0.5,97,0.0113496726515367,8,-1217.66386089959
0.5,98,0.0292401773821287,8,-1336.1321872073
0.5,99,0.0113496726515367,8,-1265.58760106459
0.5,100,0.0113496726515367,8,-1227.16791572909
