"Alpha","Iteration","BestLambda","FitCode","LogLik"
1,1,0.0113496726515367,8,-1060.53093679394
1,2,0.0113496726515367,8,-1221.00661803318
1,3,0.0113496726515367,8,-1201.36342324547
1,4,0.0113496726515367,8,-1184.27413241853
1,5,0.00440541340134864,8,-1147.83941562546
1,6,0.0113496726515367,8,-1083.99147794901
1,7,0.0113496726515367,8,-1188.00882135047
1,8,0.0113496726515367,8,-1107.63202691115
1,9,0.0113496726515367,8,-1127.49365092356
1,10,0.0113496726515367,8,-1137.57470127561
1,11,0.0017099759466767,8,-940.106334276612
1,12,0.0113496726515367,8,-1262.09180047699
1,13,0.0113496726515367,8,-1258.38384145688
1,14,0.0292401773821287,8,-1038.86972619582
1,15,0.0113496726515367,8,-1193.63404477256
1,16,0.0113496726515367,8,-1176.82426338345
1,17,0.0113496726515367,8,-1282.3075934064
1,18,0.00440541340134864,8,-1296.26504520478
1,19,0.0113496726515367,8,-1144.46068486282
1,20,0.0113496726515367,8,-940.287760767078
1,21,0.00440541340134864,8,-1158.12592858039
1,22,0.0113496726515367,8,-1195.70760540754
1,23,0.0113496726515367,8,-1076.61602869613
1,24,0.0113496726515367,8,-1097.81290755373
1,25,0.0113496726515367,8,-1014.16815901483
1,26,0.0113496726515367,8,-1157.06332921352
1,27,0.0113496726515367,8,-1121.8510083781
1,28,0.0113496726515367,8,-1270.45969920952
1,29,0.0113496726515367,8,-1167.98720638463
1,30,0.0113496726515367,8,-1314.46383315749
1,31,0.0113496726515367,8,-1168.70954844316
1,32,0.0113496726515367,8,-1137.7007197
1,33,0.0113496726515367,8,-1052.76597715848
1,34,0.00440541340134864,8,-1058.94850158168
1,35,0.0113496726515367,8,-1199.26878448027
1,36,0.0113496726515367,8,-1041.82545365863
1,37,0.0113496726515367,8,-1325.87345844104
1,38,0.0113496726515367,8,-1116.77359114819
1,39,0.0113496726515367,8,-1028.54978249566
1,40,0.0113496726515367,8,-1044.67935418002
1,41,0.0113496726515367,8,-1134.35510069864
1,42,0.0113496726515367,8,-1128.50002878416
1,43,0.0113496726515367,8,-1083.6521507946
1,44,0.0017099759466767,8,-1022.65530650353
1,45,0.0113496726515367,8,-1133.53477791891
1,46,0.00440541340134864,8,-1174.56972411799
1,47,0.0113496726515367,8,-926.628973984206
1,48,0.0113496726515367,8,-996.585925491408
1,49,0.0113496726515367,8,-1243.89266060339
1,50,0.0292401773821287,8,-1059.20635911823
1,51,0.00440541340134864,8,-1165.06254553218
1,52,0.0113496726515367,8,-1125.55817861583
1,53,0.0292401773821287,8,-1170.16579480879
1,54,0.0113496726515367,8,-1166.74397981046
1,55,0.00440541340134864,8,-1158.08201536759
1,56,0.0113496726515367,8,-992.544353492579
1,57,0.0113496726515367,8,-985.857781596808
1,58,0.0113496726515367,8,-1143.67739230069
1,59,0.0113496726515367,8,-1104.7875981511
1,60,0.0113496726515367,8,-1332.97356397781
1,61,0.0113496726515367,8,-1246.45894033293
1,62,0.0292401773821287,8,-1204.33792888458
1,63,0.00440541340134864,8,-1135.57464086569
1,64,0.0113496726515367,8,-1114.98355735476
1,65,0.0113496726515367,8,-1087.14713563662
1,66,0.0113496726515367,8,-1127.30215971686
1,67,0.00440541340134864,8,-1215.36735451054
1,68,0.0113496726515367,8,-1242.29850532159
1,69,0.0113496726515367,8,-1101.67381488392
1,70,0.0113496726515367,8,-1178.42206768279
1,71,0.0113496726515367,8,-1212.91481845332
1,72,0.0113496726515367,8,-1156.96513311143
1,73,0.0113496726515367,8,-1130.79121389587
1,74,0.0292401773821287,8,-1195.42206943014
1,75,0.0113496726515367,8,-1093.98804999225
1,76,0.0113496726515367,8,-996.132528715971
1,77,0.00440541340134864,8,-1178.42833971595
1,78,0.0113496726515367,8,-1288.80499089925
1,79,0.0113496726515367,8,-1061.50365858346
1,80,0.0113496726515367,8,-1223.47988845677
1,81,0.00440541340134864,8,-1114.58844033231
1,82,0.0113496726515367,8,-1128.73383849687
1,83,0.00440541340134864,8,-1063.00497977334
1,84,0.0113496726515367,8,-1262.27332334456
1,85,0.0113496726515367,8,-1207.93025702599
1,86,0.0113496726515367,8,-1162.56392253032
1,87,0.0113496726515367,8,-1203.5886235859
1,88,0.0113496726515367,8,-1186.3828174685
1,89,0.0113496726515367,8,-1271.90119342574
1,90,0.0113496726515367,8,-1124.27712578147
1,91,0.0292401773821287,8,-1276.76473953138
1,92,0.0113496726515367,8,-1182.73679206076
1,93,0.0113496726515367,8,-1243.58178093573
1,94,0.0113496726515367,8,-1207.1243544881
1,95,0.0113496726515367,8,-1293.71035072425
1,96,0.0113496726515367,8,-1142.88375702604
1,97,0.0113496726515367,8,-1001.89102667181
1,98,0.0292401773821287,8,-1052.76189766651
1,99,0.0113496726515367,8,-1021.56690406953
1,100,0.0113496726515367,8,-1134.15774736043
