"Alpha","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
0.5,1,0.578866613060968,0.564414787548164,-0.0574798791530411,0.0223329720003861,-1.36700821697585,0.0076241003885539,0.720950835103228,0.0459671587562886,1.14211532107743,0.803548532930532,0.213640018686629,1.04598128755729,-0.197654650195377,0.0131027548221639,-0.996801640252298,1.1908581850164,-0.347440874444916,-0.673167459943586,-0.0189440702623713,0.219887404661035
0.5,2,-0.0517504825826867,0.506936973307024,0.923191445206832,-0.608573559134948,0.000352217393058152,0.744819727241825,-0.776628341468221,0.00563109795705054,0.783709450597916,0.985631051565122,-0.000230754098369788,0.00238206617042982,-0.000577507712675231,0.0635741346634567,-0.0648271938007846,0.0333035849678651,0.831765989152237,-0.43997501311319,0.106251617774705,-0.645682156844026
0.5,3,-0.637789995863125,-0.62786438337544,-0.184955972570641,-0.467639245905447,-0.598487824506825,-0.0652863305380504,-0.0765396789991324,0.802242535452017,-0.107467342727212,0.201939055682056,0.0756704479818664,0.413482145647918,0.734535690811234,-0.147746206955963,-0.985585929056465,-0.428624851860479,0.10331671105845,0.12920148539962,-1.17675223317516,0.965179204669725
0.5,4,0.312305460902176,-0.245455728586888,-6.51534657210565e-07,-0.977917471562179,0.0791578364280671,1.02533274115849,0.132135379201233,0.0178976873570327,0.0957129351570678,-0.498485281140796,-0.00774918215141662,0.10998459074026,0.442647997126313,1.09041562439216,-0.0542220778332103,-0.762114662434299,-0.970792528363623,-0.832891463648296,-0.465392786193634,-0.19420315327006
0.5,5,-0.247715266583759,1.0413512831995,-1.08682776793247,-0.419348827385771,-0.294558501062402,0.0704845742890984,0.774406317927473,-0.554670065706599,1.36338528295031,0.0248247395473787,-0.486032448271796,0.0011239087505138,0.60583336835417,0.0176248866778442,1.02131185131811,-0.12591172922108,1.01151449594812,0.0968072672625109,-0.128070439108517,-0.26111068364321
0.5,6,0.246513485385005,0.787559677931435,-0.186064112424485,-0.343933244640221,-0.268465227573565,-0.212856649132197,-0.140419099413576,1.002432369559,-0.391406872549587,-0.343814916475752,0.0319452639198914,0.298166074271932,0.000492699970804605,-0.984885315130334,-0.4210139745609,-0.262892193907994,2.62792673949718e-05,1.00413427052481,-0.0569141023523694,0.926067250092634
0.5,7,0.832236880803258,-0.010110532371766,6.6224484569482e-07,1.52632947376268,-0.660662788907984,0.0461478521591628,-0.0652125173892548,-0.346743216063676,1.02924668847444,0.834511745089363,-0.0326291905761883,0.149158820350803,3.37170723610531e-06,-0.4708160252724,3.77973055534772e-07,0.0106000366325132,0.000186582929101524,0.000199060945688877,1.06807906024306,-2.74903253106696e-06
0.5,8,0.00490497498960685,-0.973326981757854,-1.60432827507359e-05,-1.60880307706198e-05,-0.367578896260169,0.79476350808905,-0.0711711665833278,0.856447518250311,-0.155082595474301,-0.501643177286607,2.25701533425328e-06,0.980385842201306,0.651738019713525,0.00753559573527384,-0.451327934651354,0.213809109563644,6.86302567623276e-06,0.53869190121723,0.503458549192689,-0.00161602050897943
0.5,9,0.66392127836811,0.208241509654734,0.0834918552755439,-1.09548743012729,0.508910232040489,-0.567709635249746,0.0481614644147698,-0.752895927199576,-0.301704978358414,-0.0685614267105474,-0.0693892823718906,0.0600176837109756,-0.284101733857009,0.666682051957922,-0.915266666383572,0.11528078456165,0.0287354870256641,-0.134328754845031,-0.680387249202847,0.159242161479238
0.5,10,0.336429613472992,0.121680472027548,0.807394860452831,-0.320440308699777,0.0387867883448468,-0.493034976031505,-0.297471251734753,0.255053738714849,1.26376686214956,0.0504017733356659,0.20050456820898,0.132639412098906,0.8376242531621,-0.00547465383277723,0.0813460442351531,1.07619438740554,0.332330269608082,0.694374539044655,-0.153554786404064,-0.765272779039929
0.5,11,0.716540306913715,-0.467194424219757,0.00381916128119503,-0.743903606490306,-0.263684480572004,0.283137662996804,-0.791182455532626,0.133023411135169,0.047166021518788,0.719658715557426,-0.0291525428263884,-0.242041826169104,-0.77059942528891,0.71899397445409,0.537365328191013,1.14380089072268,0.170633328165381,0.0112733552397589,-0.46767303423448,-0.182809122372314
0.5,12,-0.0442511247522904,0.747300789122643,0.222618978597699,-0.120127920865141,0.76514259880759,0.348205749867143,0.226035799609312,0.000409403047852597,2.25266702309795e-06,-0.891816851354874,-0.0806061341438363,0.591237890086056,-0.470114415545201,-0.722911794520306,-0.00754703836746657,-0.0756533445758816,-0.358133497617505,-1.09678236950839,-1.03213859327069,-0.242408963671746
0.5,13,-0.866121528247523,-0.492717595602633,0.0788590229961669,0.000698690964850177,-0.114451248325741,0.0319001165329381,0.0412531560834613,-1.24734487541708,-0.184927799492252,-0.046464436193012,0.456285761177189,-0.993309860192213,1.0982412932422,0.962743869700014,-0.648944972713906,0.0363335172792004,0.16320357692472,0.118216377742152,0.97536681306018,-0.000154604844616516
0.5,14,0.696927110713882,-0.00224025340190865,0.0208649996234422,-1.00534969039407,-1.06315562974593,-0.189478333751885,0.000840371620547814,-0.000899162515076414,0.0010691611042074,-0.32969075390949,-1.18641001500752,-0.107483950522495,0.16193220239185,-0.842077877151577,0.951399555601643,0.15122126064092,-0.162957895533569,0.626687808497866,0.377744493296165,0.0531878164490142
0.5,15,-0.00110321349437037,-0.667657701196511,0.703326949186748,5.285599751159e-05,0.324602003215117,0.0397855581808924,1.16645576677405,1.10585434602643,-0.133294270046004,-0.133575080343957,0.0115584649794339,0.921194309929624,0.000752217643283757,0.805462820204827,0.55223921554025,-0.0740274711115364,0.140154895702799,-1.18265930700438,0.0229671147814263,0.898590191029413
0.5,16,0.615099430866843,0.933422468963074,-0.125788202332645,2.15589013352516e-05,0.609845629168151,-0.010970013809624,-0.0756018307828954,-0.893492685623821,-6.54591713109674e-05,0.559988710090535,0.0222372200966225,0.0474508504951832,1.04995165071161,0.760988690870808,0.00759752299229859,-0.62513735532417,-0.521655120588081,0.0909727569976062,0.426181543621511,0.118069296439427
0.5,17,0.752545027908683,-0.84246850829472,1.01168149936782,0.857284963966817,-0.0281746097892924,-0.034544753955564,0.906529830265491,-0.925242781071077,0.023060191995237,0.0462667165976298,0.0360440848856949,-0.972909293424187,-0.217831308481353,0.160343988629357,0.532899914067254,-1.13794263527943,-0.100143926260868,0.0266955283333428,0.073032811740918,1.07276772773039
0.5,18,-0.071860455852435,-0.0175533904455359,0.556276060889466,-0.120600727975957,0.369140093823442,0.0141717644678415,0.877154606699845,-0.0154868746467973,7.20387807413151e-05,0.493616785425259,3.16183454603591e-05,0.839457554537069,-0.95936936447466,0.0439651512954004,-0.0534209764731636,-0.000756899395940899,-0.931910890467982,0.365524784848319,-0.690007388609505,-0.0417805746287694
0.5,19,-0.0140567435258277,1.39014138458138,0.0486898407753405,-0.0500510802433678,0.214904930810362,0.215122851922492,0.775936290648573,-3.22877994647697e-06,0.0930061740242389,0.476434774913363,-0.140035494279768,0.616479524923139,0.434756206732195,0.0445524156237813,0.214548744016634,0.149092691851419,0.517292759766588,0.367668693806622,0.529072701909593,-0.670273036945222
0.5,20,-0.712646124490453,0.852934080292159,-0.494282065819351,0.0245554073381039,0.22522489525793,-0.164081881501154,0.176674583963799,8.12672507190011e-05,-0.000763539901770235,0.175733812342133,0.286877037667131,0.763657645418268,0.602113627343054,-0.890588866862782,-1.30772417289967,-0.149277785269165,0.141293269393483,-0.549044327658889,-0.626011513749835,-6.85762918121645e-05
0.5,21,-0.357376410756184,-0.190811273751154,0.100774353987517,0.718994323998011,-0.0129315250252747,-1.08491697186183,-0.0427993685303007,-0.450305684039221,-1.01439387690358,-0.30638571049055,-0.0100179333371477,-0.666828096898589,0.71528131376135,0.215449728627002,-0.00265281752200913,0.40771575661182,6.23891270748687e-07,-0.605490636352991,-0.0161885413737521,0.170243009157722
0.5,22,0.846462781162837,0.0265919454469235,0.0073624296683346,-0.513177787478947,-0.637134401846791,-0.0134689936708009,-7.71178608899604e-05,0.268013783412663,-0.0683625158846028,-0.327219371003915,0.657728069428366,-0.158194488260437,0.424846489472985,-0.774158869192585,0.0416718016274185,0.723686325869177,0.000420342743716386,-0.74435740921117,-0.0163855943972693,-0.55378130009361
0.5,23,1.1893557418517e-05,-0.335387479977177,0.0479610314041572,-0.292396661596525,-0.612954523727555,0.14922176406495,0.00473138274385433,1.07788582174165,-0.0112162882182081,-0.0408643546179359,-0.255120109315982,-1.2390946118948,-0.970046256332602,-0.866073741727731,-0.138651310546836,0.272067840460668,-0.387335852408954,-0.482642469101494,0.717520551959295,0.0503148541026517
0.5,24,0.497357158280914,-1.12625143204122,0.108707423426637,-0.409106389357008,-0.314218839876011,0.00394990475338851,-0.642091541498726,0.0545110722463973,-0.388920309373617,-0.0769620026463217,0.0999053308430256,-0.274692562322724,-6.7304494175467e-06,0.103511252471899,-0.655418288869599,0.223802192883483,0.507663418108663,-0.635401000687776,1.1556536713222,-0.253741478268816
0.5,25,-0.792256563232019,0.835776114316537,-0.00916630287290347,0.189510847491014,0.674085455755425,-3.00416555423386e-06,-0.633137120220309,-0.627481729171411,0.119507898870579,-3.01783625437702e-05,-0.937608205850794,1.01179756893366e-05,0.224175026100215,0.0724172007580369,0.243600689211192,-8.04242353542268e-06,-0.987877601909111,0.154249312037225,-0.0612390905768325,-0.253861590483196
0.5,26,-0.277228046634247,0.0448301479238777,-0.238013901904746,-0.0269294571966964,0.398570058655549,0.0689513621833379,-0.619683111206066,-0.392784044797036,0.117840428692098,0.345279738108992,-1.1268712805064,0.521691531859822,0.0595186540016483,1.04576783205051,0.00496143436421504,-0.465109953258049,-0.0247838944776242,0.0003067611254306,0.127376002811902,0.932301618371922
0.5,27,-0.0389397447476611,-1.12973784247896,0.757717622247966,-0.360738840424634,-0.174974434946314,-0.0733829627887581,0.584793452983085,-1.29616449546373,1.14539332874538,0.175082077075511,0.245451831803641,0.306447368240504,0.0165329999205845,1.03479801867748,0.23354471310168,-0.754144874662153,-0.362763174073335,-0.0858203135258835,1.35525398723415,0.749288861154656
0.5,28,-0.203270745527689,0.27569010372798,1.64933313627267e-05,-1.01644664427216,-0.950558181302285,-0.367631641791743,0.042127115837098,-0.130032711140987,-0.62888398663728,-0.585267669980348,-0.0535128002659065,0.143659577580272,-0.637116258063089,0.319797960556275,-0.113140195293249,0.0717908733299942,0.65918116860435,0.103070758381845,-1.07307443525439,0.610379974629692
0.5,29,0.412422757707254,0.980623534311508,1.21328193769966,0.669115897245527,0.99455560670234,0.0577165934836104,-0.0333880778587738,0.627313899211426,-0.946713817892345,-0.0332537040702761,-0.0734091769824848,-0.779954625016173,0.226646221104631,-0.97120828379416,-0.990001397056494,9.64877743024992e-05,0.135095573833488,0.0765331272537617,0.175965571457948,-0.0555937087454159
0.5,30,0.932537948070441,0.115416996658928,0.425538014559429,0.465413011882607,1.26300434343015,0.206763757715938,0.939670528375767,0.891013405330234,-0.615312237014087,0.318074891727421,0.380009606150327,-0.112424210094782,-0.179415027882917,-0.143876768542878,-0.125937875823515,0.14891735009132,-0.999390037540736,0.258702841426518,-1.31631948171671,0.389762718288357
0.5,31,-0.479748947262122,1.0360405163413,0.931621481074681,-0.281064435874924,0.0896367311136896,1.0299426892102,-0.964080376743408,0.0297807966752487,-0.00709908375754988,-0.301523872505488,0.178580418965039,-0.391780064056318,-0.309141042546608,0.111487883225088,0.0468822932132656,0.13351004511588,0.0909434595801768,0.399048778197934,0.965493105986019,0.0857444655082441
