"Alpha","Threshold","TrueStatus","Predicted","Count"
1,0.001,"Induced","Detected",995
1,0.001,"Induced","Not Detected",5
1,0.001,"Not Induced","Detected",796
1,0.001,"Not Induced","Not Detected",204
