"Alpha","Threshold","TrueStatus","Predicted","Count"
0.5,0.001,"Induced","Detected",977
0.5,0.001,"Induced","Not Detected",23
0.5,0.001,"Not Induced","Detected",885
0.5,0.001,"Not Induced","Not Detected",115
