"Alpha","Iteration","BestLambda","FitCode","LogLik"
1,1,0.0292401773821287,4,-212.499950178126
1,2,0.0113496726515367,8,-240.985043343683
1,3,0.0113496726515367,8,-219.999300530003
1,4,0.0113496726515367,8,-222.294980126708
1,5,0.00440541340134864,8,-191.319478827004
1,6,0.0113496726515367,4,-197.260135646039
1,7,0.0113496726515367,8,-222.383622288527
1,8,0.0113496726515367,8,-181.945116257727
1,9,0.00440541340134864,8,-210.514083984363
1,10,1e-04,8,-185.121823055531
1,11,0.00440541340134864,8,-178.810066568603
1,12,0.0292401773821287,8,-236.488086424196
1,13,0.0113496726515367,8,-224.511746120037
1,14,0.0017099759466767,8,-181.187129803568
1,15,0.0113496726515367,4,-192.704765578041
1,16,0.00440541340134864,8,-192.913500689727
1,17,0.00440541340134864,8,-238.538767582978
1,18,0.0113496726515367,8,-233.411057653864
1,19,0.0292401773821287,4,-213.643982998298
1,20,1e-04,4,-161.871898600124
1,21,0.0292401773821287,4,-220.745667032729
1,22,0.0113496726515367,8,-203.354284574537
1,23,0.00440541340134864,8,-174.409379130739
1,24,0.000257630138594082,8,-202.443175751811
1,25,0.0113496726515367,4,-207.477383434963
1,26,0.0292401773821287,4,-228.011364119252
1,27,0.0113496726515367,8,-194.377488584356
1,28,0.0292401773821287,8,-249.279406351286
1,29,0.00440541340134864,8,-215.994797162598
1,30,0.0292401773821287,4,-259.805223101013
1,31,0.0292401773821287,4,-237.279086746067
1,32,0.0113496726515367,8,-183.397645154438
1,33,0.000257630138594082,8,-180.909911009908
1,34,0.0113496726515367,8,-196.488915375869
1,35,1e-04,8,-215.455827840397
1,36,0.0113496726515367,8,-192.230293614022
1,37,0.0292401773821287,4,-273.035801250955
1,38,0.0292401773821287,4,-203.576429967355
1,39,0.00440541340134864,4,-174.830801633509
1,40,0.0292401773821287,8,-232.624512181841
1,41,0.00440541340134864,8,-217.232060945247
1,42,0.0292401773821287,8,-220.473040002576
1,43,0.0113496726515367,8,-188.288103840522
1,44,0.0113496726515367,4,-205.49100630886
1,45,0.0292401773821287,4,-234.736885218751
1,46,0.0113496726515367,8,-223.752784952723
1,47,0.0292401773821287,4,-223.573293702269
1,48,0.0017099759466767,8,-158.908962722626
1,49,0.0113496726515367,8,-238.274763413922
1,50,0.0113496726515367,8,-198.703051700241
1,51,0.0113496726515367,8,-203.22750829728
1,52,0.0113496726515367,8,-227.078667128907
1,53,0.0113496726515367,8,-192.156128994501
1,54,0.0292401773821287,4,-242.006679959076
1,55,0.0113496726515367,8,-222.788741100591
1,56,1e-04,8,-188.713504299546
1,57,0.000663732883120058,8,-185.863822284019
1,58,0.0292401773821287,8,-236.983458202054
1,59,0.0113496726515367,8,-195.431555253067
1,60,0.0292401773821287,4,-262.550116999037
1,61,0.0292401773821287,8,-231.463422463034
1,62,0.0292401773821287,4,-233.649598359827
1,63,0.0292401773821287,4,-217.25652884615
1,64,0.0017099759466767,8,-209.222313138174
1,65,0.0113496726515367,4,-207.47211458549
1,66,0.0292401773821287,4,-222.746878324352
1,67,0.00440541340134864,8,-231.681547915581
1,68,0.00440541340134864,8,-219.322028535431
1,69,0.0292401773821287,8,-229.893742509263
1,70,0.00440541340134864,8,-196.71596199661
1,71,0.00440541340134864,8,-228.372070687191
1,72,0.000257630138594082,8,-203.376053781361
1,73,0.0017099759466767,8,-200.279552476102
1,74,0.0113496726515367,8,-191.527036827162
1,75,0.00440541340134864,8,-207.593141913967
1,76,0.0113496726515367,4,-169.11378793155
1,77,0.0292401773821287,4,-250.077488690947
1,78,0.0113496726515367,4,-239.527717534191
1,79,0.0017099759466767,8,-184.198898682274
1,80,0.0113496726515367,8,-237.267619803449
1,81,0.0113496726515367,8,-198.334562938274
1,82,0.0113496726515367,8,-226.062469626647
1,83,0.0292401773821287,8,-213.825430032309
1,84,0.0113496726515367,8,-232.78134874435
1,85,0.0113496726515367,8,-221.088550328364
1,86,0.0113496726515367,4,-238.124209773524
1,87,0.0017099759466767,8,-220.746722991433
1,88,0.0292401773821287,8,-221.573641413458
1,89,0.0113496726515367,8,-254.865079501871
1,90,0.000257630138594082,8,-216.191540731388
1,91,0.0292401773821287,8,-248.438483100511
1,92,0.0292401773821287,8,-247.198036799776
1,93,0.0113496726515367,8,-223.147381036631
1,94,0.0113496726515367,4,-231.697684105619
1,95,0.00440541340134864,8,-248.963043338595
1,96,0.0113496726515367,4,-199.439707405045
1,97,0.0292401773821287,4,-220.281098286755
1,98,0.0292401773821287,4,-236.959384132487
1,99,0.0292401773821287,4,-227.077477396325
1,100,0.0292401773821287,4,-226.346555981527
