"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,6,1e-04,999,1,1000,0,0.999,1,0,0.001,0
1,6,0.001,996,4,997,3,0.996,0.997,0.003,0.004,0.003
1,6,0.01,976,24,973,27,0.976,0.973,0.027,0.024,0.027
1,6,0.05,891,109,867,133,0.891,0.867,0.133,0.109,0.133
1,6,0.1,773,227,748,252,0.773,0.748,0.252,0.227,0.252
1,6,0.5,224,776,166,834,0.224,0.166,0.834,0.776,0.834
