"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,4,1,0,4,-3763.74634196212
1,4,2,0,4,-3829.5258889967
1,4,3,0,4,-3881.18497596428
1,4,4,0,4,-3711.84230096518
1,4,5,0,4,-3818.18912844549
1,4,6,0,4,-3817.85894089908
1,4,7,0,4,-3720.33344032827
1,4,8,0,4,-3707.42732824565
1,4,9,0,4,-3870.20131358252
1,4,10,0,4,-3787.94087360205
1,4,11,0,4,-3830.37524670919
1,4,12,0,4,-3795.4728634789
1,4,13,0,4,-3804.64902563095
1,4,14,0,4,-3802.57215929448
1,4,15,0,4,-3807.84056064098
1,4,16,0,4,-3754.92967523712
1,4,17,0,4,-3860.7492034054
1,4,18,0,4,-3877.19620908234
1,4,19,0,4,-3807.29062436212
1,4,20,0,4,-3820.34676160948
1,4,21,0,4,-3860.5436764675
1,4,22,0,4,-3809.57249358463
1,4,23,0,4,-3844.45669592438
1,4,24,0,4,-3815.25425089995
1,4,25,0,4,-3804.50121738531
1,4,26,0,4,-3832.62592164529
1,4,27,0,4,-3841.69862275018
1,4,28,0,4,-3883.02668580972
1,4,29,0,4,-3785.94131332043
1,4,30,0,4,-3782.09851627596
1,4,31,0,4,-3823.37057808731
1,4,32,0,4,-3766.16302173278
1,4,33,0,4,-3854.53081873254
1,4,34,0,4,-3825.14406633208
1,4,35,0,4,-3811.67353411807
1,4,36,0,4,-3792.75245687719
1,4,37,0,4,-3818.7588623955
1,4,38,0,4,-3826.23614062876
1,4,39,0,4,-3822.41838678806
1,4,40,0,4,-3786.78171017586
1,4,41,0,4,-3846.18128169742
1,4,42,0,4,-3863.3519074677
1,4,43,0,4,-3848.35220421653
1,4,44,0,4,-3834.38776083442
1,4,45,0,4,-3832.80302548968
1,4,46,0,4,-3813.53043982823
1,4,47,0,4,-3831.25098438348
1,4,48,0,4,-3837.65962255798
1,4,49,0,4,-3792.54799771172
1,4,50,0,4,-3762.03713491559
1,4,51,0,4,-3863.87171627368
1,4,52,0,4,-3848.86075560074
1,4,53,0,4,-3831.41041177628
1,4,54,0,4,-3857.58298541416
1,4,55,0,4,-3878.44229835148
1,4,56,0,4,-3833.21144466419
1,4,57,0,4,-3835.59086404294
1,4,58,0,4,-3877.11457992279
1,4,59,0,4,-3804.85513160609
1,4,60,0,4,-3867.47920372609
1,4,61,0,4,-3833.08220199307
1,4,62,0,4,-3854.56491421836
1,4,63,0,4,-3866.40763126412
1,4,64,0,4,-3852.5741326585
1,4,65,0,4,-3819.21948625965
1,4,66,0,4,-3774.45735308463
1,4,67,0,4,-3761.50927636081
1,4,68,0,4,-3855.4804425505
1,4,69,0,4,-3756.09534524389
1,4,70,0,4,-3750.0852351416
1,4,71,0,4,-3855.60672883109
1,4,72,0,4,-3831.35378628495
1,4,73,0,4,-3864.06652065393
1,4,74,0,4,-3787.98345601594
1,4,75,0,4,-3825.40390405496
1,4,76,0,4,-3876.8924874699
1,4,77,0,4,-3772.95798212359
1,4,78,0,4,-3721.06242859024
1,4,79,0,4,-3743.12184296947
1,4,80,0,4,-3847.19799967264
1,4,81,0,4,-3742.24351621055
1,4,82,0,4,-3814.55194183112
1,4,83,0,4,-3843.09414903242
1,4,84,0,4,-3821.09206984087
1,4,85,0,4,-3827.7684844863
1,4,86,0,4,-3795.90222441255
1,4,87,0,4,-3801.69015178539
1,4,88,0,4,-3853.67877474315
1,4,89,0,4,-3806.15205277754
1,4,90,0,4,-3780.35709076409
1,4,91,0,4,-3783.21380175786
1,4,92,0,4,-3814.36477540596
1,4,93,0,4,-3808.94754486569
1,4,94,0,4,-3839.17986794572
1,4,95,0,4,-3813.41203129696
1,4,96,0,4,-3850.62605692624
1,4,97,0,4,-3820.79737657245
1,4,98,0,4,-3866.31743120285
1,4,99,0,4,-3836.86404786418
1,4,100,0,4,-3856.97895623482
