"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,4,1e-04,1000,0,1000,0,1,1,0,0,0
1,4,0.001,1000,0,992,8,1,0.992,0.008,0,0.00800000000000001
1,4,0.01,976,24,915,85,0.976,0.915,0.085,0.024,0.085
1,4,0.05,842,158,581,419,0.842,0.581,0.419,0.158,0.419
1,4,0.1,694,306,293,707,0.694,0.293,0.707,0.306,0.707
1,4,0.5,10,990,0,1000,0.01,0,1,0.99,1
