"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,0.5,1e-04,1000,0,1000,0,1,1,0,0,0
1,0.5,0.001,1000,0,997,3,1,0.997,0.003,0,0.003
1,0.5,0.01,999,1,933,67,0.999,0.933,0.067,0.001,0.0669999999999999
1,0.5,0.05,997,3,673,327,0.997,0.673,0.327,0.003,0.327
1,0.5,0.1,986,14,421,579,0.986,0.421,0.579,0.014,0.579
1,0.5,0.5,859,141,3,997,0.859,0.003,0.997,0.141,0.997
