"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.75,1e-04,1000,0,1000,0,1,1,0,0,0
1,1.75,0.001,1000,0,988,12,1,0.988,0.012,0,0.012
1,1.75,0.01,991,9,923,77,0.991,0.923,0.077,0.009,0.077
1,1.75,0.05,951,49,622,378,0.951,0.622,0.378,0.049,0.378
1,1.75,0.1,901,99,336,664,0.901,0.336,0.664,0.099,0.664
1,1.75,0.5,302,698,1,999,0.302,0.001,0.999,0.698,0.999
