"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,760,240,480,520,0.76,0.48,0.52,0.24,0.52
0.5,0.001,755,245,467,533,0.755,0.467,0.533,0.245,0.533
0.5,0.01,709,291,359,641,0.709,0.359,0.641,0.291,0.641
0.5,0.05,555,445,108,892,0.555,0.108,0.892,0.445,0.892
0.5,0.1,329,671,13,987,0.329,0.013,0.987,0.671,0.987
0.5,0.5,0,1000,0,1000,0,0,1,1,1
