"Alpha","Iteration","BestLambda","FitCode","LogLik"
0.5,1,0.0017099759466767,8,-2283.66390664362
0.5,2,0.0113496726515367,8,-2716.52988972902
0.5,3,0.00440541340134864,8,-3040.06567795788
0.5,4,0.00440541340134864,8,-2455.66091307071
0.5,5,0.00440541340134864,8,-2769.37985056641
0.5,6,0.0017099759466767,8,-2772.08662935431
0.5,7,0.00440541340134864,8,-2148.45849969414
0.5,8,0.00440541340134864,8,-2167.24438589381
0.5,9,0.0017099759466767,8,-2896.82121255742
0.5,10,0.00440541340134864,8,-2324.57876229177
0.5,11,0.00440541340134864,8,-2742.02536382618
0.5,12,0.00440541340134864,8,-2770.5309250058
0.5,13,0.00440541340134864,8,-2590.85522452415
0.5,14,0.00440541340134864,8,-2628.76234692985
0.5,15,0.0017099759466767,8,-2718.99662492563
0.5,16,0.00440541340134864,8,-2502.90743547657
0.5,17,0.0017099759466767,8,-2935.1686454179
0.5,18,0.00440541340134864,8,-2898.51682368267
0.5,19,0.0017099759466767,8,-2598.44432835954
0.5,20,0.00440541340134864,8,-2474.79431257295
0.5,21,0.0113496726515367,8,-2713.47321221286
0.5,22,0.00440541340134864,8,-2453.94292753894
0.5,23,0.00440541340134864,8,-2913.29148595049
0.5,24,0.0017099759466767,8,-2749.25217170123
0.5,25,0.0113496726515367,8,-2543.19746172115
0.5,26,0.0017099759466767,8,-2766.52462185301
0.5,27,0.00440541340134864,8,-2703.06682361403
0.5,28,0.00440541340134864,8,-3162.77717808706
0.5,29,0.0017099759466767,8,-2556.09145439834
0.5,30,0.0017099759466767,8,-2631.42477935215
0.5,31,0.0017099759466767,8,-2818.31664458628
0.5,32,0.00440541340134864,8,-2474.60568743713
0.5,33,0.0113496726515367,8,-2796.33607586923
0.5,34,0.00440541340134864,8,-2646.06470124029
0.5,35,0.0017099759466767,8,-2733.57435835458
0.5,36,0.0113496726515367,8,-2637.44563468185
0.5,37,0.0017099759466767,8,-2791.66967432097
0.5,38,0.00440541340134864,8,-2680.09702337951
0.5,39,0.00440541340134864,8,-2651.44405538729
0.5,40,0.00440541340134864,8,-2554.51988260282
0.5,41,0.00440541340134864,8,-2817.35468295082
0.5,42,0.0113496726515367,8,-2934.41446316232
0.5,43,0.00440541340134864,8,-2700.31966629549
0.5,44,0.00440541340134864,8,-2615.50262892056
0.5,45,0.0113496726515367,8,-2596.33926741563
0.5,46,0.00440541340134864,8,-2672.04494965426
0.5,47,0.00440541340134864,8,-2654.75783162357
0.5,48,0.00440541340134864,8,-2824.54313240894
0.5,49,0.0113496726515367,8,-2696.22386205273
0.5,50,0.00440541340134864,8,-2417.97741351734
0.5,51,0.0113496726515367,8,-2580.64833506578
0.5,52,0.0017099759466767,8,-2725.43239108374
0.5,53,0.0017099759466767,8,-2650.12850732594
0.5,54,0.00440541340134864,8,-2788.20557288304
0.5,55,0.00440541340134864,8,-2875.15442985693
0.5,56,0.0017099759466767,8,-2495.45111234502
0.5,57,0.00440541340134864,8,-2559.61914062934
0.5,58,0.0113496726515367,8,-2846.9459055438
0.5,59,0.0017099759466767,8,-2547.62658434353
0.5,60,0.00440541340134864,8,-3119.97706074345
0.5,61,0.00440541340134864,8,-2840.75125370838
0.5,62,0.00440541340134864,8,-2886.17257491935
0.5,63,0.00440541340134864,8,-3107.93046756721
0.5,64,0.0017099759466767,8,-2617.3285686594
0.5,65,0.0113496726515367,8,-2580.21044359305
0.5,66,0.00440541340134864,8,-2365.23200820758
0.5,67,0.0113496726515367,8,-2473.76959086582
0.5,68,0.0113496726515367,8,-2813.27223708467
0.5,69,0.0113496726515367,8,-2354.68052536068
0.5,70,0.00440541340134864,8,-2426.5498861208
0.5,71,0.00440541340134864,8,-2627.66357721628
0.5,72,0.00440541340134864,8,-2453.40826658091
0.5,73,0.0113496726515367,8,-3027.78445201557
0.5,74,0.00440541340134864,8,-2587.12209838088
0.5,75,0.00440541340134864,8,-2726.55279625346
0.5,76,0.00440541340134864,8,-3218.89251012978
0.5,77,0.00440541340134864,8,-2291.07456246958
0.5,78,0.0113496726515367,8,-2323.62398962092
0.5,79,0.00440541340134864,8,-2411.62597957593
0.5,80,0.0017099759466767,8,-2750.03164293815
0.5,81,0.00440541340134864,8,-2561.93662983033
0.5,82,0.00440541340134864,8,-2736.13153304101
0.5,83,0.00440541340134864,8,-2784.2618206926
0.5,84,0.00440541340134864,8,-2785.54339734976
0.5,85,0.0113496726515367,8,-2686.19076421933
0.5,86,0.0113496726515367,8,-2501.78329348529
0.5,87,0.00440541340134864,8,-2507.43452967673
0.5,88,0.00440541340134864,8,-2835.97596310373
0.5,89,0.00440541340134864,8,-2645.04081191326
0.5,90,0.00440541340134864,8,-2631.08874195831
0.5,91,0.0113496726515367,8,-2441.03331366478
0.5,92,0.00440541340134864,8,-2681.97785301613
0.5,93,0.00440541340134864,8,-2520.86493634926
0.5,94,0.00440541340134864,8,-2755.05352521853
0.5,95,0.00440541340134864,8,-2752.35025429062
0.5,96,0.0113496726515367,8,-2788.41276945782
0.5,97,0.00440541340134864,8,-2740.30351785528
0.5,98,0.00440541340134864,8,-2966.26686820169
0.5,99,0.00440541340134864,8,-2888.30795124132
0.5,100,0.00440541340134864,8,-2855.32087487742
