"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1e-05,1000,0,967,33,1,0.967,0.033,0,0.033
1,1e-04,999,1,894,106,0.999,0.894,0.106,0.001,0.106
1,0.001,999,1,836,164,0.999,0.836,0.164,0.001,0.164
1,0.01,999,1,722,278,0.999,0.722,0.278,0.001,0.278
1,0.1,998,2,167,833,0.998,0.167,0.833,0.002,0.833
