"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-05,1000,0,978,22,1,0.978,0.022,0,0.022
0.5,1e-04,1000,0,948,52,1,0.948,0.052,0,0.052
0.5,0.001,1000,0,906,94,1,0.906,0.094,0,0.094
0.5,0.01,1000,0,803,197,1,0.803,0.197,0,0.197
0.5,0.1,1000,0,215,785,1,0.215,0.785,0,0.785
