"Alpha","NoiseScale","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
1,2,1,0.435053630447801,0.184906175080083,0.0663235601919508,-0.303855827390631,-0.54036317875568,0.00743158681532856,0.475512744385463,-0.272805308493191,0.583776427813048,0.318618067670749,0.021979803940643,0.655574559368349,-0.102276571476934,-0.0705311271617738,-0.546363724413168,0.710805205617696,-0.0885924655968523,-0.262867625940251,-0.000896718547722919,-0.139092991466186
1,2,2,-0.120868394730426,0.0691491037209045,0.314264808127256,-0.155828801717465,-0.0907947911670918,0.248422012254668,-0.384697189735639,0.0333541308173768,0.350719228347946,0.41783974178654,-0.0314191385130744,0.0680778137962188,0.10496198732121,-0.012122022669308,-0.00354146854266998,-0.0881610261868691,0.44073692122663,-0.00668163773737729,0.0357246620834162,-0.372950384757546
1,2,3,-0.242733399936115,-0.303801930745251,-0.0989896876951467,-0.0794638446473745,-0.323931754050879,-0.0486597046380863,-0.00496416180457591,0.392950620603263,-0.0721318914239665,0.093893209394548,0.0792354301203615,0.0422655720190945,0.277834792510634,-0.0397965393630354,-0.474781629965608,-0.346214573582197,0.0789420708357837,0.0186165002809839,-0.640307484749007,0.405908338408146
1,2,4,-0.246726543324825,-0.151405460496389,-0.0956607158324351,-0.295925744665644,-0.313699927347452,0.401765793511773,-0.121196567808005,-0.153015884710612,0.0372874138130569,-0.199787979224953,0.0834498607737331,0.128594799620735,0.1710609237188,0.491823061631788,0.00207785755075965,-0.561591958351125,-0.68125781331322,-0.487263401392846,-0.259942784458381,0.00408148968254663
1,2,5,-0.157004837320065,0.278996891462669,-0.238169015659294,-0.160947200750685,-0.123309930170118,-0.0819001903663014,0.381686579390311,-0.376285692867024,0.610516837414921,0.0266722145941099,-0.10363370028803,0.0223827068443288,0.309762767343218,0.0862179584624831,0.272845848475283,0.0862878445646197,0.271941914421238,-0.031565480717705,0.0126507671950904,-0.0273379212548576
1,2,6,0.0354402534704249,0.362860990492388,-0.0294310171631941,-0.057432472306008,-0.0501489327346793,-0.0488671356571226,-0.0744641309372916,0.677025400259617,-0.132538861307136,-0.173187558006127,0.00860141487584236,0.0156898826143688,0.0980800374868492,-0.482711292368941,-0.0819160554201298,-0.0561185395478421,-0.0204350029638561,0.49770773081155,-0.0220994219072047,0.48260074082447
1,2,7,0.35007399293472,0.0021316055289511,-0.00311565133539384,0.646511327876349,-0.507091510055029,0.0464308003153491,0.0123492855160291,-0.475241632643652,0.667813715303541,0.370889469842136,-0.0120302030096992,0.520199321010521,0.0370924494746207,-0.194048335400917,-0.0150272697053552,0.4918520014614,-0.0789793366306487,0.0370968086089687,0.56088267700006,0.0578129470869979
1,2,8,0.0373606787072124,-0.641653329308283,0.049920614783193,0.178899431750724,-0.0709764886347293,0.370598182999104,0.0470226052172379,0.718078748848447,0.223248888762312,-0.155563981679897,-0.0316944897640253,0.450774234847112,0.754285528595858,0.0235746411747724,-0.127589434712897,-0.14597405197934,0.211110353551631,0.356828256795229,0.108508131765917,0.0692073103784015
1,2,9,0.365001367233162,-0.0231799144180398,0.0561097148561309,-0.647035160281191,0.264385592519337,-0.306611391065636,0.0725943047597038,-0.474153210792706,-0.229975629701644,0.0177271640415438,-0.0573329621372796,-0.022004330078121,-0.0791444901185886,0.32184830173282,-0.343298355976218,0.0202494902789238,-0.121240808519535,0.00670187511494377,-0.299955459099784,-0.00173026030151306
1,2,10,0.325283982221057,0.0750842187262439,0.678695997235892,-0.544262576396608,0.0121424282353365,-0.138115132491592,0.0360056126044751,-0.133326125469068,0.593188890915128,-0.102992557950579,-0.0590107566096362,0.288960474130779,0.180729848393882,-0.0833824586760289,-0.0707293810504339,0.568865877858712,-0.0306352875054794,0.304888792018103,-0.0773533034897624,-0.330439829432931
1,2,11,0.577944045884238,-0.23262719205616,0.00207591746131595,-0.354262316089647,0.0450664705198822,0.0197867085284266,-0.411728034956381,-0.127005088735091,-0.07302545086827,0.350178214089005,-0.00921078463351984,0.0536330716744031,-0.533429853065233,0.315079040478361,0.0181136848184349,0.715703734208418,0.0124175075080496,-0.0410883790553454,-0.194744677771841,0.0522149599100937
1,2,12,0.00160273576548782,0.42980059597901,-0.0494414013577762,0.101739429633249,0.421343069727729,0.106218169459599,-0.0394424487526971,0.215297319405096,0.0165403829729652,-0.449229257910069,-0.00116856668734351,0.0184410357835066,-0.271112932868273,-0.245589511726237,0.0125485919259685,-0.00270115421605445,-0.18324870389878,-0.592420178097093,-0.554892173163128,0.153586704075887
1,2,13,-0.364098276060303,-0.199484819157978,0.0191236828425576,0.140252040847162,-0.104370368225137,-0.0262003612160811,0.0185789499404731,-0.417322758023612,-0.194338960020615,0.00311736637726037,0.175604637706677,-0.124766489886552,0.465465110994977,0.548613433393886,-0.289939055166013,0.00119860240577715,0.0238375381676052,-0.0361710475795372,0.45447122644873,0.00889718890411657
1,2,14,0.394612365147069,-0.0262764256786749,-0.0361454928349832,-0.599171519215527,-0.476172663133108,0.0914406261691209,-0.031808183818334,0.0240035926376905,-0.126136201057863,-0.209900929558127,-0.494785752423149,-0.141432403575207,-0.189204567667669,-0.539085853630008,0.455600856329107,-0.188331178215632,0.00775537756868299,0.342418935495933,0.124944913678506,-0.0516933779044356
1,2,15,0.090967568624177,-0.38559431855997,0.0496598584232039,-0.0335394614852494,0.0909512279241536,-0.104469899304209,0.435389982128695,0.705692738362156,-0.0605847639183595,0.064045077255654,0.0146501504884043,0.26640400189022,0.0200486132025171,0.459431944224839,0.143016307311716,-0.114150066777674,-0.0220664163853096,-0.636753843953393,-0.0289247708333457,0.446885916418869
