"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1e-04,818,182,490,510,0.818,0.49,0.51,0.182,0.51
1,0.001,815,185,484,516,0.815,0.484,0.516,0.185,0.516
1,0.01,796,204,450,550,0.796,0.45,0.55,0.204,0.55
1,0.05,723,277,266,734,0.723,0.266,0.734,0.277,0.734
1,0.1,633,367,136,864,0.633,0.136,0.864,0.367,0.864
1,0.5,32,968,0,1000,0.032,0,1,0.968,1
