"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
0.5,2.5,1,0.0292401773821287,8,-1448.12260115607
0.5,2.5,2,0.0292401773821287,8,-1545.94334281374
0.5,2.5,3,0.0753315095147334,4,-1582.80378072247
0.5,2.5,4,0.0292401773821287,7,-1456.995631871
0.5,2.5,5,0.0292401773821287,8,-1543.07641823015
0.5,2.5,6,0.0753315095147334,8,-1527.33483631827
0.5,2.5,7,0.0753315095147334,8,-1469.20221217976
0.5,2.5,8,0.0292401773821287,8,-1467.54531957667
0.5,2.5,9,0.0753315095147334,8,-1597.93867413715
0.5,2.5,10,0.0753315095147334,7,-1507.09907193825
0.5,2.5,11,0.0292401773821287,8,-1553.85572796339
0.5,2.5,12,0.0292401773821287,7,-1516.01321677814
0.5,2.5,13,0.0292401773821287,4,-1546.83446326556
0.5,2.5,14,0.0753315095147334,7,-1561.79057046076
0.5,2.5,15,0.0753315095147334,8,-1534.79837262081
0.5,2.5,16,0.0292401773821287,4,-1494.85096504323
0.5,2.5,17,0.0292401773821287,7,-1555.06608966278
0.5,2.5,18,0.0753315095147334,7,-1581.57960609453
0.5,2.5,19,0.0753315095147334,8,-1542.84176614579
0.5,2.5,20,0.0292401773821287,8,-1497.32732023528
0.5,2.5,21,0.0292401773821287,4,-1557.32362058028
0.5,2.5,22,0.0753315095147334,7,-1531.92528555795
0.5,2.5,23,0.0017099759466767,4,-1557.07748156
0.5,2.5,24,0.0753315095147334,4,-1542.54698359085
0.5,2.5,25,0.0753315095147334,4,-1539.15356197221
0.5,2.5,26,0.0753315095147334,9,-1555.5750746473
0.5,2.5,27,0.0292401773821287,7,-1541.82881674034
0.5,2.5,28,0.0292401773821287,8,-1584.21096605781
0.5,2.5,29,0.0292401773821287,8,-1505.28700270587
0.5,2.5,30,0.0753315095147334,7,-1526.4259423312
0.5,2.5,31,0.0753315095147334,7,-1519.81125191609
0.5,2.5,32,0.0292401773821287,4,-1509.1609276332
0.5,2.5,33,0.0753315095147334,8,-1562.22416465723
0.5,2.5,34,0.0753315095147334,8,-1569.63392301843
0.5,2.5,35,0.0753315095147334,8,-1554.67040879006
0.5,2.5,36,0.0292401773821287,8,-1492.49722160449
0.5,2.5,37,0.0292401773821287,4,-1521.59152997603
0.5,2.5,38,0.0753315095147334,8,-1580.48777199294
0.5,2.5,39,0.0113496726515367,4,-1491.96923974586
0.5,2.5,40,0.0292401773821287,4,-1497.94292771409
0.5,2.5,41,0.0292401773821287,7,-1555.50601736246
0.5,2.5,42,0.0292401773821287,7,-1564.88744101044
0.5,2.5,43,0.0753315095147334,7,-1563.59550807306
0.5,2.5,44,0.0292401773821287,4,-1535.48491242141
0.5,2.5,45,0.0292401773821287,8,-1532.57295381639
0.5,2.5,46,0.00440541340134864,4,-1531.01796369004
0.5,2.5,47,0.0292401773821287,7,-1541.68257003273
0.5,2.5,48,0.00440541340134864,4,-1525.37613219444
0.5,2.5,49,0.0753315095147334,8,-1547.40476908777
0.5,2.5,50,0.0292401773821287,7,-1478.17044058532
0.5,2.5,51,0.0292401773821287,7,-1564.60288118198
0.5,2.5,52,0.0753315095147334,8,-1544.26540649144
0.5,2.5,53,0.0292401773821287,7,-1545.35850693226
0.5,2.5,54,0.0753315095147334,7,-1555.78734218711
0.5,2.5,55,0.0113496726515367,4,-1558.44923622247
0.5,2.5,56,0.0292401773821287,4,-1523.84648206645
0.5,2.5,57,0.0753315095147334,8,-1553.94782579909
0.5,2.5,58,0.0753315095147334,7,-1589.90629282878
0.5,2.5,59,0.0292401773821287,8,-1525.05702005371
0.5,2.5,60,0.0292401773821287,4,-1568.58812075583
0.5,2.5,61,0.0753315095147334,7,-1580.65773820373
0.5,2.5,62,0.0292401773821287,7,-1545.32032721441
0.5,2.5,63,0.0753315095147334,7,-1601.62988176037
0.5,2.5,64,0.0753315095147334,7,-1565.71142007846
0.5,2.5,65,0.0017099759466767,4,-1466.45707026551
0.5,2.5,66,0.0292401773821287,8,-1451.56423688895
0.5,2.5,67,0.0753315095147334,7,-1523.14249584914
0.5,2.5,68,0.0292401773821287,8,-1564.57975258991
0.5,2.5,69,0.0292401773821287,7,-1466.42715538447
0.5,2.5,70,0.0113496726515367,7,-1479.23092713829
0.5,2.5,71,0.0292401773821287,7,-1505.14568889625
0.5,2.5,72,0.0753315095147334,8,-1553.01039913328
0.5,2.5,73,0.0292401773821287,7,-1562.84969951584
0.5,2.5,74,0.0753315095147334,8,-1537.85020921586
0.5,2.5,75,0.0292401773821287,7,-1524.23203506723
0.5,2.5,76,0.0292401773821287,7,-1603.77136607548
0.5,2.5,77,0.0292401773821287,7,-1490.61564595557
0.5,2.5,78,0.0753315095147334,7,-1481.83010193259
0.5,2.5,79,0.0753315095147334,8,-1515.83175389119
0.5,2.5,80,0.0113496726515367,4,-1519.96333297084
0.5,2.5,81,0.0292401773821287,8,-1480.98195087345
0.5,2.5,82,0.0292401773821287,9,-1526.49583606404
0.5,2.5,83,0.0292401773821287,4,-1522.09450907597
0.5,2.5,84,0.0753315095147334,8,-1549.93415328238
0.5,2.5,85,0.0753315095147334,7,-1540.25364059045
0.5,2.5,86,0.0753315095147334,8,-1517.98264790954
0.5,2.5,87,0.0292401773821287,9,-1542.34478907661
0.5,2.5,88,0.0292401773821287,7,-1570.15088426101
0.5,2.5,89,0.0292401773821287,7,-1529.95300964784
0.5,2.5,90,0.0753315095147334,8,-1549.14851039318
0.5,2.5,91,0.0753315095147334,7,-1463.43564432122
0.5,2.5,92,0.0292401773821287,7,-1514.75776561373
0.5,2.5,93,0.0292401773821287,4,-1500.69099490093
0.5,2.5,94,0.0292401773821287,9,-1583.93175560685
0.5,2.5,95,0.0292401773821287,8,-1508.36068037986
0.5,2.5,96,0.0753315095147334,7,-1564.06803873648
0.5,2.5,97,0.0753315095147334,7,-1571.35351329315
0.5,2.5,98,0.0292401773821287,7,-1579.00160996351
0.5,2.5,99,0.0753315095147334,8,-1590.41064672776
0.5,2.5,100,0.0753315095147334,9,-1593.61973614752
